"","order","species","adult_body_mass_g","adult_head_body_len_mm","home_range_km2","litter_size","habitat"
"1653","Chiroptera","Rousettus celebensis",63.07,104.5,NA,1,"T"
"1654","Chiroptera","Rousettus lanosus",104.78,NA,NA,NA,"T"
"1655","Chiroptera","Rousettus leschenaultii",84.88,NA,NA,1.01,"T"
"1656","Chiroptera","Rousettus linduensis",NA,NA,NA,NA,"T"
"1657","Chiroptera","Rousettus madagascariensis",65.72,129.99,NA,1.22,"T"
"1658","Chiroptera","Rousettus obliviosus",45.32,NA,NA,0.98,"T"
"1659","Chiroptera","Rousettus spinalatus",92.32,NA,NA,1,"T"
"1660","Chiroptera","Saccolaimus flaviventris",45.25,NA,NA,NA,"T"
"1661","Chiroptera","Saccolaimus mixtus",NA,NA,NA,NA,"T"
"1662","Chiroptera","Saccolaimus peli",53.35,NA,NA,1,"T"
"1663","Chiroptera","Saccolaimus saccolaimus",43,NA,NA,1,"T"
"1664","Chiroptera","Saccopteryx antioquensis",NA,NA,NA,NA,"T"
"1665","Chiroptera","Saccopteryx bilineata",8.08,NA,NA,0.99,"T"
"1666","Chiroptera","Saccopteryx canescens",3.41,NA,NA,1,"T"
"1667","Chiroptera","Saccopteryx gymnura",NA,NA,NA,NA,"T"
"1668","Chiroptera","Saccopteryx leptura",NA,NA,NA,NA,"T"
"1669","Chiroptera","Sauromys petrophilus",14.25,NA,NA,NA,"T"
"1670","Chiroptera","Scleronycteris ega",49.54,NA,NA,NA,"T"
"1671","Chiroptera","Scoteanax rueppellii",26.41,NA,NA,1,"T"
"1672","Chiroptera","Scotoecus albigula",10.08,NA,NA,NA,"T"
"1673","Chiroptera","Scotoecus albofuscus",4.5,NA,NA,NA,"T"
"1674","Chiroptera","Scotoecus hindei",10.41,NA,NA,NA,"T"
"1675","Chiroptera","Scotoecus hirundo",8.45,NA,NA,1.96,"T"
"1676","Chiroptera","Scotoecus pallidus",NA,NA,NA,NA,"T"
"1677","Chiroptera","Scotomanes ornatus",22.24,NA,NA,NA,"T"
"1678","Chiroptera","Scotonycteris ophiodon",69.42,NA,NA,0.98,"T"
"1679","Chiroptera","Scotonycteris zenkeri",21.3,NA,NA,0.99,"T"
"1680","Chiroptera","Scotophilus borbonicus",19.02,NA,NA,2,"T"
"1681","Chiroptera","Scotophilus celebensis",NA,NA,NA,NA,"T"
"1682","Chiroptera","Scotophilus collinus",NA,NA,NA,NA,"T"
"1683","Chiroptera","Scotophilus dinganii",25.12,NA,NA,2.2,"T"
"1684","Chiroptera","Scotophilus heathii",36.13,NA,NA,1.92,"T"
"1685","Chiroptera","Scotophilus kuhlii",20.31,NA,NA,1.5,"T"
"1686","Chiroptera","Scotophilus leucogaster",20.24,NA,NA,1.38,"T"
"1687","Chiroptera","Scotophilus nigrita",27.34,NA,NA,1.5,"T"
"1688","Chiroptera","Scotophilus nucella",NA,NA,NA,NA,"T"
"1689","Chiroptera","Scotophilus nux",30,NA,NA,NA,"T"
"1690","Chiroptera","Scotophilus robustus",NA,152.5,NA,NA,"T"
"1691","Chiroptera","Scotophilus viridis",19.81,NA,NA,2,"T"
"1692","Chiroptera","Scotorepens balstoni",11.92,NA,NA,1.41,"T"
"1693","Chiroptera","Scotorepens greyii",10,NA,NA,NA,"T"
"1694","Chiroptera","Scotorepens orion",11.83,NA,NA,NA,"T"
"1695","Chiroptera","Scotorepens sanborni",8.13,NA,NA,NA,"T"
"1696","Chiroptera","Scotozous dormeri",6.79,NA,NA,1.08,"T"
"1697","Chiroptera","Sphaerias blanfordi",28.88,NA,NA,NA,"T"
"1698","Chiroptera","Sphaeronycteris toxophyllum",16.06,NA,NA,NA,"T"
"1699","Chiroptera","Stenoderma rufum",21.1,61.87,NA,0.99,"T"
"1700","Chiroptera","Sturnira aratathomasi",49.67,89.27,NA,0.99,"T"
"1701","Chiroptera","Sturnira bidens",18.05,NA,NA,0.99,"T"
"1702","Chiroptera","Sturnira bogotensis",19.94,NA,NA,0.98,"T"
"1703","Chiroptera","Sturnira erythromos",15.53,NA,NA,0.99,"T"
"1704","Chiroptera","Sturnira lilium",20.19,65.96,NA,0.99,"T"
"1705","Chiroptera","Sturnira ludovici",21,NA,NA,0.99,"T"
"1706","Chiroptera","Sturnira luisi",NA,NA,NA,NA,"T"
"1707","Chiroptera","Sturnira magna",NA,NA,NA,0.98,"T"
"1708","Chiroptera","Sturnira mistratensis",NA,NA,NA,NA,"T"
"1709","Chiroptera","Sturnira mordax",11.79,NA,NA,0.98,"T"
"1710","Chiroptera","Sturnira nana",NA,NA,NA,0.98,"T"
"1711","Chiroptera","Sturnira oporaphilum",21.99,NA,NA,NA,"T"
"1712","Chiroptera","Sturnira thomasi",NA,NA,NA,NA,"T"
"1713","Chiroptera","Sturnira tildae",24.39,NA,NA,0.98,"T"
"1714","Chiroptera","Styloctenium wallacei",172.42,164.5,NA,NA,"T"
"1715","Chiroptera","Syconycteris australis",17.6,67.38,NA,1,"T"
"1716","Chiroptera","Syconycteris carolinae",39.67,NA,NA,NA,"T"
"1717","Chiroptera","Syconycteris hobbit",20.06,68.87,NA,0.98,"T"
"1718","Chiroptera","Tadarida aegyptiaca",17.63,75,NA,0.99,"T"
"1719","Chiroptera","Tadarida australis",36.4,NA,NA,1,"T"
"1720","Chiroptera","Tadarida brasiliensis",12.61,41.49,NA,1.11,"T"
"1721","Chiroptera","Tadarida fulminans",33.89,NA,NA,1,"T"
"1722","Chiroptera","Tadarida insignis",NA,NA,NA,NA,"T"
"1723","Chiroptera","Tadarida kuboriensis",26.8,NA,NA,NA,"T"
"1724","Chiroptera","Tadarida latouchei",NA,NA,NA,NA,"T"
"1725","Chiroptera","Tadarida lobata",NA,NA,NA,NA,"T"
"1726","Chiroptera","Tadarida teniotis",28.07,84,NA,0.98,"T"
"1727","Chiroptera","Tadarida ventralis",NA,NA,NA,NA,"T"
"1728","Chiroptera","Taphozous achates",NA,NA,NA,NA,"T"
"1729","Chiroptera","Taphozous australis",NA,NA,NA,NA,"T"
"1730","Chiroptera","Taphozous georgianus",30.52,NA,NA,1,"T"
"1731","Chiroptera","Taphozous hamiltoni",NA,NA,NA,NA,"T"
"1732","Chiroptera","Taphozous hildegardeae",29.37,NA,NA,1,"T"
"1733","Chiroptera","Taphozous hilli",21.99,NA,NA,NA,"T"
"1734","Chiroptera","Taphozous kapalgensis",26.45,NA,NA,NA,"T"
"1735","Chiroptera","Taphozous longimanus",25.11,NA,NA,0.99,"T"
"1736","Chiroptera","Taphozous mauritianus",27.97,84.99,NA,1,"T"
"1737","Chiroptera","Taphozous melanopogon",25.99,NA,NA,0.99,"T"
"1738","Chiroptera","Taphozous nudiventris",32.49,85.99,NA,1,"T"
"1739","Chiroptera","Taphozous perforatus",24.43,72.49,NA,0.99,"T"
"1740","Chiroptera","Taphozous theobaldi",36.83,NA,NA,NA,"T"
"1741","Chiroptera","Taphozous troughtoni",NA,NA,NA,NA,"T"
"1742","Chiroptera","Thoopterus nigrescens",66.12,104.48,NA,0.98,"T"
"1743","Chiroptera","Thyroptera discifera",3.13,NA,NA,NA,"T"
"1744","Chiroptera","Thyroptera lavali",NA,NA,NA,NA,"T"
"1745","Chiroptera","Thyroptera tricolor",4.52,NA,NA,0.98,"T"
"1746","Chiroptera","Tomopeas ravus",NA,NA,NA,NA,"T"
"1747","Chiroptera","Tonatia bidens",27.7,NA,NA,0.98,"T"
"1748","Chiroptera","Tonatia saurophila",NA,NA,NA,NA,"T"
"1749","Chiroptera","Trachops cirrhosus",36.9,NA,NA,0.98,"T"
"1750","Chiroptera","Triaenops auritus",NA,NA,NA,NA,"T"
"1751","Chiroptera","Triaenops furculus",5.56,67.5,NA,NA,"T"
"1752","Chiroptera","Triaenops persicus",13.18,NA,NA,NA,"T"
"1753","Chiroptera","Triaenops rufus",9.1,87.49,NA,NA,"T"
"1754","Chiroptera","Trinycteris nicefori",8.25,NA,NA,1,"T"
"1755","Chiroptera","Tylonycteris pachypus",4.1,NA,NA,1.92,"T"
"1756","Chiroptera","Tylonycteris robustula",7.98,NA,NA,2,"T"
"1757","Chiroptera","Uroderma bilobatum",16.28,NA,NA,0.99,"T"
"1758","Chiroptera","Uroderma magnirostrum",17.3,NA,NA,0.98,"T"
"1759","Chiroptera","Vampyressa bidens",11.91,NA,NA,0.98,"T"
"1760","Chiroptera","Vampyressa brocki",48,NA,NA,NA,"T"
"1761","Chiroptera","Vampyressa melissa",16.58,NA,NA,0.98,"T"
"1762","Chiroptera","Vampyressa nymphaea",69,NA,NA,0.99,"T"
"1763","Chiroptera","Vampyressa pusilla",8.77,53,NA,0.98,"T"
"1764","Chiroptera","Vampyressa thyone",7.17,NA,NA,NA,"T"
"1765","Chiroptera","Vampyrodes caraccioli",35.89,NA,NA,0.98,"T"
"1766","Chiroptera","Vampyrum spectrum",171.61,NA,NA,1,"T"
"1767","Chiroptera","Vespadelus baverstocki",NA,NA,NA,NA,"T"
"1768","Chiroptera","Vespadelus caurinus",NA,NA,NA,1.5,"T"
"1769","Chiroptera","Vespadelus darlingtoni",6.06,NA,NA,NA,"T"
"1770","Chiroptera","Vespadelus douglasorum",4.99,NA,NA,NA,"T"
"1771","Chiroptera","Vespadelus finlaysoni",NA,NA,NA,NA,"T"
"1772","Chiroptera","Vespadelus pumilus",5.4,NA,NA,1.21,"T"
"1773","Chiroptera","Vespadelus regulus",5.05,NA,NA,1,"T"
"1774","Chiroptera","Vespadelus troughtoni",NA,NA,NA,NA,"T"
"1775","Chiroptera","Vespadelus vulturnus",3.77,NA,NA,1,"T"
"1776","Chiroptera","Vespertilio murinus",15.42,NA,NA,1.5,"T"
"1777","Chiroptera","Vespertilio sinensis",24.3,NA,NA,2,"T"
"1778","Cingulata","Cabassous centralis",3669.69,415.89,NA,1,"T"
"1779","Cingulata","Cabassous chacoensis",1490.01,NA,NA,NA,"T"
"1780","Cingulata","Cabassous tatouay",5349.95,NA,NA,NA,"T"
"1781","Cingulata","Cabassous unicinctus",3987.97,453.64,NA,1,"T"
"1782","Cingulata","Calyptophractus retusus",129.99,157.5,NA,NA,"T"
"1783","Cingulata","Chaetophractus nationi",2110.04,NA,NA,NA,"T"
"1784","Cingulata","Chaetophractus vellerosus",930.16,NA,0.02,NA,"T"
"1785","Cingulata","Chaetophractus villosus",4372.8,NA,NA,1.62,"T"
"1786","Cingulata","Chlamyphorus truncatus",83.53,134.99,NA,NA,"T"
"1787","Cingulata","Dasypus hybridus",1500,NA,NA,8.36,"T"
"1788","Cingulata","Dasypus kappleri",9702.83,555.34,NA,4.47,"T"
"1789","Cingulata","Dasypus novemcinctus",3949.01,442.79,0.04,3.96,"T"
"1790","Cingulata","Dasypus pilosus",4444.98,NA,NA,NA,"T"
"1791","Cingulata","Dasypus sabanicola",1150.01,NA,NA,4,"T"
"1792","Cingulata","Dasypus septemcinctus",1526.64,NA,NA,5.99,"T"
"1793","Cingulata","Dasypus yepesi",NA,NA,NA,NA,"T"
"1794","Cingulata","Euphractus sexcinctus",4731.16,446.66,0.65,1.73,"T"
"1795","Cingulata","Priodontes maximus",40641.89,874.99,3.19,1.5,"T"
"1796","Cingulata","Tolypeutes matacus",1303.47,NA,NA,1,"T"
"1797","Cingulata","Tolypeutes tricinctus",1465.72,300,NA,0.93,"T"
"1798","Cingulata","Zaedyus pichiy",1444.76,297.5,NA,2,"T"
"1799","Dasyuromorphia","Antechinomys laniger",25.57,NA,NA,5.99,"T"
"1800","Dasyuromorphia","Antechinus adustus",NA,NA,NA,NA,"T"
"1801","Dasyuromorphia","Antechinus agilis",22.13,NA,NA,10,"T"
"1802","Dasyuromorphia","Antechinus bellus",38.73,114.62,NA,10.08,"T"
"1803","Dasyuromorphia","Antechinus flavipes",44.33,NA,NA,8.54,"T"
"1804","Dasyuromorphia","Antechinus godmani",75.74,NA,NA,4.58,"T"
"1805","Dasyuromorphia","Antechinus leo",70.09,NA,NA,8.19,"T"
"1806","Dasyuromorphia","Antechinus minimus",52.56,NA,NA,7.19,"T"
"1807","Dasyuromorphia","Antechinus stuartii",29.01,NA,0.008782702,6.89,"T"
"1808","Dasyuromorphia","Antechinus subtropicus",NA,NA,NA,NA,"T"
"1809","Dasyuromorphia","Antechinus swainsonii",58.69,NA,NA,8.24,"T"
"1810","Dasyuromorphia","Dasycercus cristicauda",99.54,175,NA,6.5,"T"
"1811","Dasyuromorphia","Dasykaluta rosamondae",32.17,NA,NA,6.64,"T"
"1812","Dasyuromorphia","Dasyuroides byrnei",109.47,158.49,NA,5.14,"T"
"1813","Dasyuromorphia","Dasyurus albopunctatus",603.48,268.92,NA,6.19,"T"
"1814","Dasyuromorphia","Dasyurus geoffroii",1106.62,348.9,2.73,5.47,"T"
"1815","Dasyuromorphia","Dasyurus hallucatus",470.92,214.16,0.02,6.39,"T"
"1816","Dasyuromorphia","Dasyurus maculatus",3284.15,427.29,1.36,4.47,"T"
"1817","Dasyuromorphia","Dasyurus spartacus",885.67,356.27,NA,6.78,"T"
"1818","Dasyuromorphia","Dasyurus viverrinus",1101.49,333.38,0.33,4.7,"T"
"1819","Dasyuromorphia","Micromurexia habbema",NA,110.07,NA,NA,"T"
"1820","Dasyuromorphia","Murexechinus melanurus",38.02,108.11,NA,3.49,"T"
"1821","Dasyuromorphia","Murexia longicaudata",126.79,180.43,NA,NA,"T"
"1822","Dasyuromorphia","Myoictis melas",221.77,190.92,NA,NA,"T"
"1823","Dasyuromorphia","Myoictis wallacii",NA,NA,NA,NA,"T"
"1824","Dasyuromorphia","Myrmecobius fasciatus",511.44,230,0.24,3.68,"T"
"1825","Dasyuromorphia","Neophascogale lorentzi",212,195.77,NA,NA,"T"
"1826","Dasyuromorphia","Ningaui ridei",9.42,NA,NA,5.99,"T"
"1827","Dasyuromorphia","Ningaui timealeyi",6.37,NA,NA,5.7,"T"
"1828","Dasyuromorphia","Ningaui yvonnae",9.3,NA,NA,7,"T"
"1829","Dasyuromorphia","Paramurexia rothschildi",53.77,129.55,NA,3.39,"T"
"1830","Dasyuromorphia","Parantechinus apicalis",71.31,142.5,NA,7.5,"T"
"1831","Dasyuromorphia","Phascogale calura",43.03,108,0.03,7.5,"T"
"1832","Dasyuromorphia","Phascogale tapoatafa",192.65,NA,NA,6.79,"T"
"1833","Dasyuromorphia","Phascolosorex doriae",NA,179.85,NA,NA,"T"
"1834","Dasyuromorphia","Phascolosorex dorsalis",123.03,163.73,NA,3.39,"T"
"1835","Dasyuromorphia","Phascomurexia naso",52.62,122.28,NA,3.68,"T"
"1836","Dasyuromorphia","Planigale gilesi",9.34,NA,NA,5.23,"T"
"1837","Dasyuromorphia","Planigale ingrami",6.27,NA,NA,7.48,"T"
"1838","Dasyuromorphia","Planigale maculata",12,NA,NA,7.64,"T"
"1839","Dasyuromorphia","Planigale novaeguineae",14.9,77.64,NA,NA,"T"
"1840","Dasyuromorphia","Planigale tenuirostris",6.27,NA,NA,5.99,"T"
"1841","Dasyuromorphia","Pseudantechinus bilarni",23.05,96.36,NA,4.75,"T"
"1842","Dasyuromorphia","Pseudantechinus macdonnellensis",36.88,NA,NA,5.88,"T"
"1843","Dasyuromorphia","Pseudantechinus mimulus",NA,NA,NA,NA,"T"
"1844","Dasyuromorphia","Pseudantechinus ningbing",20.74,NA,NA,4,"T"
"1845","Dasyuromorphia","Pseudantechinus roryi",NA,NA,NA,NA,"T"
"1846","Dasyuromorphia","Pseudantechinus woolleyae",43.23,NA,NA,5.99,"T"
"1847","Dasyuromorphia","Sarcophilus harrisii",8202.25,557.86,NA,2.88,"T"
"1848","Dasyuromorphia","Sminthopsis aitkeni",22.5,NA,NA,NA,"T"
"1849","Dasyuromorphia","Sminthopsis archeri",16,92.42,NA,8.15,"T"
"1850","Dasyuromorphia","Sminthopsis bindi",NA,NA,NA,NA,"T"
"1851","Dasyuromorphia","Sminthopsis boullangerensis",NA,NA,NA,NA,"T"
"1852","Dasyuromorphia","Sminthopsis butleri",25,NA,NA,NA,"T"
"1853","Dasyuromorphia","Sminthopsis crassicaudata",15.98,NA,NA,6.52,"T"
"1854","Dasyuromorphia","Sminthopsis dolichura",14.39,NA,NA,7.2,"T"
"1855","Dasyuromorphia","Sminthopsis douglasi",54.99,95,NA,6.78,"T"
"1856","Dasyuromorphia","Sminthopsis fuliginosus",NA,NA,NA,NA,"T"
"1857","Dasyuromorphia","Sminthopsis gilberti",19.5,NA,NA,NA,"T"
"1858","Dasyuromorphia","Sminthopsis granulipes",25,NA,NA,NA,"T"
"1859","Dasyuromorphia","Sminthopsis griseoventer",17.5,NA,NA,NA,"T"
"1860","Dasyuromorphia","Sminthopsis hirtipes",15,NA,NA,NA,"T"
"1861","Dasyuromorphia","Sminthopsis leucopus",23.36,NA,0.008904945,8.4,"T"
"1862","Dasyuromorphia","Sminthopsis longicaudata",18,95,NA,4.24,"T"
"1863","Dasyuromorphia","Sminthopsis macroura",23.56,NA,NA,7,"T"
"1864","Dasyuromorphia","Sminthopsis murina",17,NA,NA,8,"T"
"1865","Dasyuromorphia","Sminthopsis ooldea",12.19,NA,NA,7.24,"T"
"1866","Dasyuromorphia","Sminthopsis psammophila",33.5,105,NA,5.49,"T"
"1867","Dasyuromorphia","Sminthopsis virginiae",35.24,110.07,NA,4.11,"T"
"1868","Dasyuromorphia","Sminthopsis youngsoni",11.14,NA,NA,5.49,"T"
"1869","Dasyuromorphia","Thylacinus cynocephalus",29999.99,NA,NA,3,"T"
"1870","Dermoptera","Cynocephalus volans",1250,379.43,0.07,1,"T"
"1871","Dermoptera","Galeopterus variegates",1112.2,379.43,NA,1,"T"
"1872","Didelphimorphia","Caluromys derbianus",326.72,231,NA,3.14,"T"
"1873","Didelphimorphia","Caluromys lanatus",350.33,273.3,NA,NA,"T"
"1874","Didelphimorphia","Caluromys philander",246.47,224.27,0.009960363,4.18,"T"
"1875","Didelphimorphia","Caluromysiops irrupta",257.48,234.52,NA,2,"T"
"1876","Didelphimorphia","Chironectes minimus",974.33,297.5,NA,3.24,"T"
"1877","Didelphimorphia","Didelphis albiventris",1030.47,360.69,0.004024018,6.9,"T"
"1878","Didelphimorphia","Didelphis aurita",1105.88,NA,NA,6.11,"T"
"1879","Didelphimorphia","Didelphis imperfecta",NA,NA,NA,NA,"T"
"1880","Didelphimorphia","Didelphis marsupialis",1134.75,402.7,0.17,7.09,"T"
"1881","Didelphimorphia","Didelphis pernigra",NA,NA,NA,NA,"T"
"1882","Didelphimorphia","Didelphis virginiana",2442.08,NA,0.58,8.62,"T"
"1883","Didelphimorphia","Glironia venusta",114,176.13,NA,NA,"T"
"1884","Didelphimorphia","Gracilinanus aceramarcae",20.5,83,NA,NA,"T"
"1885","Didelphimorphia","Gracilinanus agilis",22.03,95.33,NA,12,"T"
"1886","Didelphimorphia","Gracilinanus agricolai",NA,NA,NA,NA,"T"
"1887","Didelphimorphia","Gracilinanus dryas",18.53,95,NA,NA,"T"
"1888","Didelphimorphia","Gracilinanus emiliae",7.59,74.52,NA,NA,"T"
"1889","Didelphimorphia","Gracilinanus formosus",NA,89.99,NA,NA,"T"
"1890","Didelphimorphia","Gracilinanus ignitus",NA,NA,NA,NA,"T"
"1891","Didelphimorphia","Gracilinanus marica",23.8,99.15,NA,5.99,"T"
"1892","Didelphimorphia","Gracilinanus microtarsus",29.3,91.69,NA,NA,"T"
"1893","Didelphimorphia","Hyladelphys kalinowskii",NA,NA,NA,NA,"T"
"1894","Didelphimorphia","Lestodelphys halli",78.27,136.34,NA,NA,"T"
"1895","Didelphimorphia","Lutreolina crassicaudata",554.77,324.99,0.001430339,7.71,"T"
"1896","Didelphimorphia","Marmosa andersoni",47.4,NA,NA,NA,"T"
"1897","Didelphimorphia","Marmosa lepida",14,108,NA,4.99,"T"
"1898","Didelphimorphia","Marmosa mexicana",49.06,133.76,NA,11.6,"T"
"1899","Didelphimorphia","Marmosa murina",36.28,120.57,NA,8.4,"T"
"1900","Didelphimorphia","Marmosa quichua",NA,NA,NA,NA,"T"
"1901","Didelphimorphia","Marmosa robinsoni",60.57,150.12,0.00155313,9.5,"T"
"1902","Didelphimorphia","Marmosa rubra",62.99,NA,NA,NA,"T"
"1903","Didelphimorphia","Marmosa tyleriana",32.4,119.28,NA,3,"T"
"1904","Didelphimorphia","Marmosa xerophila",46.2,131,NA,NA,"T"
"1905","Didelphimorphia","Marmosops bishopi",NA,103.46,NA,NA,"T"
"1906","Didelphimorphia","Marmosops cracens",26.26,105,NA,NA,"T"
"1907","Didelphimorphia","Marmosops dorothea",37.5,152.15,NA,NA,"T"
"1908","Didelphimorphia","Marmosops fuscatus",45.15,130.85,NA,5.47,"T"
"1909","Didelphimorphia","Marmosops handleyi",30.7,113,NA,NA,"T"
"1910","Didelphimorphia","Marmosops impavidus",41.71,137.5,NA,NA,"T"
"1911","Didelphimorphia","Marmosops incanus",59.88,131.5,NA,NA,"T"
"1912","Didelphimorphia","Marmosops invictus",29.19,111.27,NA,NA,"T"
"1913","Didelphimorphia","Marmosops juninensis",NA,118.68,NA,NA,"T"
"1914","Didelphimorphia","Marmosops neblina",NA,123.24,NA,NA,"T"
"1915","Didelphimorphia","Marmosops noctivagus",39.77,112.5,NA,NA,"T"
"1916","Didelphimorphia","Marmosops parvidens",15,99.13,NA,4.05,"T"
"1917","Didelphimorphia","Marmosops paulensis",38.89,125.98,NA,NA,"T"
"1918","Didelphimorphia","Marmosops pinheiroi",NA,102.31,NA,NA,"T"
"1919","Didelphimorphia","Metachirus nudicaudatus",363.77,260.69,NA,3.87,"T"
"1920","Didelphimorphia","Micoureus alstoni",132.3,192.5,NA,NA,"T"
"1921","Didelphimorphia","Micoureus constantiae",92.69,161.7,NA,8,"T"
"1922","Didelphimorphia","Micoureus demerarae",102.28,168.6,NA,6.29,"T"
"1923","Didelphimorphia","Micoureus paraguayanus",112.43,168.6,NA,5.56,"T"
"1924","Didelphimorphia","Micoureus phaeus",NA,137,NA,NA,"T"
"1925","Didelphimorphia","Micoureus regina",118.6,230,NA,NA,"T"
"1926","Didelphimorphia","Monodelphis adusta",36.04,120.88,NA,NA,"T"
"1927","Didelphimorphia","Monodelphis americana",19.5,107,0.000536788,NA,"T"
"1928","Didelphimorphia","Monodelphis brevicaudata",78.84,135.12,NA,7.24,"T"
"1929","Didelphimorphia","Monodelphis dimidiata",44.56,99.6,NA,12,"T"
"1930","Didelphimorphia","Monodelphis domestica",93.45,148.1,NA,7.29,"T"
"1931","Didelphimorphia","Monodelphis emiliae",52.33,134.28,NA,NA,"T"
"1932","Didelphimorphia","Monodelphis glirina",NA,NA,NA,NA,"T"
"1933","Didelphimorphia","Monodelphis iheringi",112,90.99,NA,NA,"T"
"1934","Didelphimorphia","Monodelphis kunsi",11.3,70.38,NA,NA,"T"
"1935","Didelphimorphia","Monodelphis maraxina",NA,134,NA,NA,"T"
"1936","Didelphimorphia","Monodelphis osgoodi",112,95,NA,NA,"T"
"1937","Didelphimorphia","Monodelphis palliolata",NA,NA,NA,NA,"T"
"1938","Didelphimorphia","Monodelphis rubida",45.5,131,NA,NA,"T"
"1939","Didelphimorphia","Monodelphis scalops",763.19,139.1,NA,NA,"T"
"1940","Didelphimorphia","Monodelphis sorex",48,72.5,NA,NA,"T"
"1941","Didelphimorphia","Monodelphis theresa",112,86.42,NA,NA,"T"
"1942","Didelphimorphia","Monodelphis umbristriata",NA,NA,NA,NA,"T"
"1943","Didelphimorphia","Monodelphis unistriata",55.3,137.47,NA,NA,"T"
"1944","Didelphimorphia","Philander andersoni",324.99,NA,NA,NA,"T"
"1945","Didelphimorphia","Philander frenatus",NA,NA,NA,NA,"T"
"1946","Didelphimorphia","Philander mcilhennyi",NA,NA,NA,NA,"T"
"1947","Didelphimorphia","Philander opossum",425.81,265.6,0.003071815,4.75,"T"
"1948","Didelphimorphia","Thylamys cinderella",NA,NA,NA,NA,"T"
"1949","Didelphimorphia","Thylamys elegans",28.9,120.71,0.000705614,10.6,"T"
"1950","Didelphimorphia","Thylamys karimii",NA,95,NA,NA,"T"
"1951","Didelphimorphia","Thylamys macrurus",34.43,127.27,NA,NA,"T"
"1952","Didelphimorphia","Thylamys pallidior",15.34,85.87,NA,NA,"T"
"1953","Didelphimorphia","Thylamys pusillus",28.21,94.3,NA,NA,"T"
"1954","Didelphimorphia","Thylamys sponsorius",NA,NA,NA,NA,"T"
"1955","Didelphimorphia","Thylamys tatei",NA,NA,NA,NA,"T"
"1956","Didelphimorphia","Thylamys velutinus",20.69,49.99,0.02,NA,"T"
"1957","Didelphimorphia","Thylamys venustus",NA,NA,NA,NA,"T"
"1958","Didelphimorphia","Tlacuatzin canescens",47.73,NA,NA,8.49,"T"
"1959","Diprotodontia","Acrobates pygmaeus",13.84,NA,0.005959065,2.8,"T"
"1960","Diprotodontia","Aepyprymnus rufescens",2810.31,NA,NA,1.03,"T"
"1961","Diprotodontia","Ailurops melanotis",NA,NA,NA,NA,"T"
"1962","Diprotodontia","Ailurops ursinus",10000,NA,NA,NA,"T"
"1963","Diprotodontia","Bettongia gaimardi",1667.55,330.01,0.41,1,"T"
"1964","Diprotodontia","Bettongia lesueur",1447.27,NA,NA,1,"T"
"1965","Diprotodontia","Bettongia penicillata",1184.35,NA,NA,1,"T"
"1966","Diprotodontia","Bettongia tropica",1256.58,NA,NA,1,"T"
"1967","Diprotodontia","Burramys parvus",44.27,114.5,NA,3.6,"T"
"1968","Diprotodontia","Caloprymnus campestris",927.57,NA,NA,1,"T"
"1969","Diprotodontia","Cercartetus caudatus",23.05,97.97,NA,2.37,"T"
"1970","Diprotodontia","Cercartetus concinnus",15.96,NA,NA,4.6,"T"
"1971","Diprotodontia","Cercartetus lepidus",8.03,NA,NA,3.33,"T"
"1972","Diprotodontia","Cercartetus nanus",26.85,NA,0.005564565,3.96,"T"
"1973","Diprotodontia","Dactylopsila megalura",NA,223.08,NA,NA,"T"
"1974","Diprotodontia","Dactylopsila palpator",369.87,234.89,NA,1.02,"T"
"1975","Diprotodontia","Dactylopsila tatei",252,NA,NA,NA,"T"
"1976","Diprotodontia","Dactylopsila trivirgata",413.41,254.55,0.09,1.54,"T"
"1977","Diprotodontia","Dendrolagus bennettianus",10458.82,NA,NA,1,"T"
"1978","Diprotodontia","Dendrolagus dorianus",8976.58,603.43,NA,1.01,"T"
"1979","Diprotodontia","Dendrolagus goodfellowi",7948.78,NA,NA,1,"T"
"1980","Diprotodontia","Dendrolagus inustus",12625,716.21,NA,1.11,"T"
"1981","Diprotodontia","Dendrolagus lumholtzi",6649.97,NA,0.01,1,"T"
"1982","Diprotodontia","Dendrolagus matschiei",8293.4,537.81,0.23,1.01,"T"
"1983","Diprotodontia","Dendrolagus mbaiso",9395.06,674.54,NA,NA,"T"
"1984","Diprotodontia","Dendrolagus pulcherrimus",NA,NA,NA,NA,"T"
"1985","Diprotodontia","Dendrolagus scottae",9958.58,615.55,NA,1.01,"T"
"1986","Diprotodontia","Dendrolagus spadix",8468.2,602.65,NA,1,"T"
"1987","Diprotodontia","Dendrolagus stellarum",NA,NA,NA,NA,"T"
"1988","Diprotodontia","Dendrolagus ursinus",13249.99,623.07,NA,1.01,"T"
"1989","Diprotodontia","Distoechurus pennatus",52.74,117.66,NA,1.31,"T"
"1990","Diprotodontia","Dorcopsis atrata",6198.87,591.38,NA,1.01,"T"
"1991","Diprotodontia","Dorcopsis hageni",5499.99,537.62,NA,1.01,"T"
"1992","Diprotodontia","Dorcopsis luctuosa",4939.56,663.46,NA,1.01,"T"
"1993","Diprotodontia","Dorcopsis muelleri",5370.79,678.67,NA,1,"T"
"1994","Diprotodontia","Dorcopsulus macleayi",2780.54,399.68,NA,1.24,"T"
"1995","Diprotodontia","Dorcopsulus vanheurni",1890.36,386.89,NA,1.18,"T"
"1996","Diprotodontia","Gymnobelideus leadbeateri",137.32,NA,0.01,1.54,"T"
